time,open,high,low,close,volume
2025-01-01 00:00:00,100.09934283060224,100.14116452123146,100.0694749409387,100.09934283060224,416
2025-01-01 00:15:00,100.09934283060224,100.21589288726642,100.05566113171703,100.07166249923391,873
2025-01-01 00:30:00,100.07166249923391,100.32844790736664,100.07166249923391,100.20129303681277,652
2025-01-01 00:45:00,100.20129303681277,100.65123365739997,100.20129303681277,100.5065121587043,789
2025-01-01 01:00:00,100.5065121587043,100.58825216613769,100.30059396276813,100.45944428069704,210
2025-01-01 01:15:00,100.45944428069704,100.5772185151475,100.38717992272258,100.41240174353567,183
2025-01-01 01:30:00,100.41240174353567,100.8446171228667,100.41240174353567,100.72954684687423,121
2025-01-01 01:45:00,100.72954684687423,100.98009402593695,100.72954684687423,100.88415355187847,908
2025-01-01 02:00:00,100.88415355187847,100.88415355187847,100.69609312866679,100.7894284997998,111
2025-01-01 02:15:00,100.7894284997998,100.95574674770143,100.7894284997998,100.8987971332395,400
2025-01-01 02:30:00,100.8987971332395,100.93227154185846,100.73276724450464,100.80528055768943,849
2025-01-01 02:45:00,100.80528055768943,100.80528055768943,100.66678211676314,100.71138452074399,730
2025-01-01 03:00:00,100.71138452074399,100.8525157449381,100.71138452074399,100.7601212314864,911
2025-01-01 03:15:00,100.7601212314864,100.7601212314864,100.2279081948116,100.37455653268333,761
2025-01-01 03:30:00,100.37455653268333,100.37455653268333,99.91520986690902,100.02828080769571,158
2025-01-01 03:45:00,100.02828080769571,100.04935337836247,99.86787843228001,99.91579149795655,134
2025-01-01 04:00:00,99.91579149795655,99.91579149795655,99.62389989202573,99.71339585187259,306
2025-01-01 04:15:00,99.71339585187259,99.83502493803064,99.67816682743305,99.77606518921351,961
2025-01-01 04:30:00,99.77606518921351,99.78741535529088,99.50584465094043,99.59486705050836,123
2025-01-01 04:45:00,99.59486705050836,99.59486705050836,99.23782300318558,99.3135506517695,463
2025-01-01 05:00:00,99.3135506517695,99.76053575700217,99.3135506517695,99.60466821826948,661
2025-01-01 05:15:00,99.60466821826948,99.73442745552973,99.43974314363771,99.55969147126646,519
2025-01-01 05:30:00,99.55969147126646,99.58872259040888,99.48798976344382,99.57313764571514,839
2025-01-01 05:45:00,99.57313764571514,99.57313764571514,99.10827099704036,99.2894043512025,873
2025-01-01 06:00:00,99.2894043512025,99.31575325266624,98.98279614818341,99.18130147828813,285
2025-01-01 06:15:00,99.18130147828813,99.38665340757684,99.1532785559986,99.20330437190967,336
2025-01-01 06:30:00,99.20330437190967,99.20330437190967,98.80610000740896,98.97493963952739,836
2025-01-01 06:45:00,98.97493963952739,99.08430687707848,98.90330227361471,99.0493090169043,851
2025-01-01 07:00:00,99.0493090169043,99.05467584538953,98.80014062118074,98.93032332249375,625
2025-01-01 07:15:00,98.93032332249375,99.06717367640528,98.82822298752257,98.87260860853736,936
2025-01-01 07:30:00,98.87260860853736,98.87260860853736,98.6605625799259,98.7536240038011,601
2025-01-01 07:45:00,98.7536240038011,99.29490485180975,98.7536240038011,99.11946237056797,603
2025-01-01 08:00:00,99.11946237056797,99.23687552612421,98.98088865223737,99.11678669524895,842
2025-01-01 08:15:00,99.11678669524895,99.11678669524895,98.82280738622401,98.90711287818785,127
2025-01-01 08:30:00,98.90711287818785,99.1288693153386,98.90711287818785,99.06982396312539,548
2025-01-01 08:45:00,99.06982396312539,99.06982396312539,98.79306043661063,98.82792643214712,400
2025-01-01 09:00:00,98.82792643214712,98.92424483700066,98.81462147688038,98.86920954415007,109
2025-01-01 09:15:00,98.86920954415007,98.86920954415007,98.43945346995288,98.4817074719195,704
2025-01-01 09:30:00,98.4817074719195,98.4817074719195,98.05261557253002,98.2201034120477,356
2025-01-01 09:45:00,98.2201034120477,98.35416730262811,98.13707684342653,98.2587748739375,612
2025-01-01 10:00:00,98.2587748739375,98.46187679540321,98.2587748739375,98.40389651680889,383
2025-01-01 10:15:00,98.40389651680889,98.45459070114325,98.2877067471634,98.43762313002587,303
2025-01-01 10:30:00,98.43762313002587,98.51503471234359,98.24446246064697,98.41485484595113,655
2025-01-01 10:45:00,98.41485484595113,98.45039873579852,98.18138761920302,98.35558869296112,719
2025-01-01 11:00:00,98.35558869296112,98.35558869296112,98.04825121591652,98.06474689144497,433
2025-01-01 11:15:00,98.06474689144497,98.06474689144497,97.81264200092978,97.92356421124998,119
2025-01-01 11:30:00,97.92356421124998,97.92356421124998,97.70174886701842,97.83334943071743,134
